ITEM_CODE','START_DATE','END_DATE',AMOUNT',STATE'
'70228',1/13/2022,6/3/2022,75.63,NY
'70229',5/5/2022,12/31/2099,26.95,NY
'70230',1/11/2022,6/3/2022,37.86,NY
'70230',6/4/2022,12/31/2099,41.57,NY
'70233',6/4/2022,12/31/2099,40.66,NY
'70233',1/13/2022,6/3/2022,38.5,NY
'70234',1/12/2022,12/31/2099,36.32,NY
'70237',9/25/2021,12/31/2099,51.6,NY
'70240',5/1/2022,12/31/2099,31.31,NY
'70241',6/4/2022,12/31/2099,92.7,NY
'70241',1/13/2022,6/3/2022,82.84,NY
'70242',6/4/2022,12/31/2099,40.66,NY
'70242',1/13/2022,6/3/2022,37.65,NY
'70243',5/1/2022,12/31/2099,31.31,NY
'70244',6/4/2022,12/31/2099,42.22,NY
'70244',1/13/2022,6/3/2022,37.74,NY
'70247',5/1/2022,12/31/2099,31.31,NY
'70248',6/4/2022,12/31/2099,42.22,NY
'70248',1/13/2022,6/3/2022,37.74,NY
'70249',1/11/2022,6/3/2022,42.48,NY
'70249',6/4/2022,12/31/2099,45.85,NY
'70250',5/21/2022,12/31/2099,264.18,NY
'70251',1/11/2022,12/31/2099,21.35,NY
'70252',5/5/2022,12/31/2099,26.95,NY
'70253',1/12/2022,12/31/2099,27,NY
'70254',5/5/2022,12/31/2099,26.95,NY
'70255',1/11/2022,6/3/2022,25.07,NY
'70255',6/4/2022,12/31/2099,27.7,NY
'70256',1/11/2022,6/3/2022,37.86,NY
'70256',6/4/2022,12/31/2099,41.59,NY
'70257',6/4/2022,12/31/2099,69.59,NY
'70257',2/19/2022,6/3/2022,88.68,NY
'70258',5/9/2022,6/3/2022,42.3,NY
'70258',6/4/2022,12/31/2099,58.1,NY
'70259',5/9/2022,6/3/2022,42.3,NY
'70259',6/4/2022,12/31/2099,58.1,NY
'70261',5/1/2022,12/31/2099,29.88,NY
'70262',6/4/2022,12/31/2099,41.59,NY
'70262',1/11/2022,6/3/2022,37.86,NY
'70264',1/10/2020,12/31/2099,32.45,NY
'70265',4/29/2022,12/31/2099,39.04,NY
'70267',1/12/2022,12/31/2099,36.32,NY
'70268',1/8/2022,12/31/2099,51.79,NY
'70269',6/4/2022,12/31/2099,92.7,NY
'70269',1/13/2022,6/3/2022,82.84,NY
'70270',1/8/2022,12/31/2099,51.79,NY
'70271',5/5/2022,12/31/2099,25.49,NY
'70272',1/11/2022,6/3/2022,37.86,NY
'70272',6/4/2022,12/31/2099,41.59,NY
'70273',6/4/2022,12/31/2099,47,NY
'70273',1/13/2022,6/3/2022,41.4,NY
'70274',1/10/2020,12/31/2099,24.99,NY
'70277',6/4/2022,12/31/2099,92.7,NY
'70277',1/13/2022,6/3/2022,82.84,NY
'70278',6/4/2022,12/31/2099,92.7,NY
'70278',1/13/2022,6/3/2022,82.84,NY
'70279',1/12/2022,6/3/2022,35.44,NY
'70279',6/4/2022,12/31/2099,37.78,NY
'70280',1/12/2022,6/3/2022,35.44,NY
'70280',6/4/2022,12/31/2099,37.78,NY
'70281',5/9/2022,12/31/2099,43.8,NY
'70285',6/4/2022,12/31/2099,47,NY
'70285',1/13/2022,6/3/2022,41.4,NY
'70286',6/4/2022,12/31/2099,101.09,NY
'70286',1/13/2022,6/3/2022,86.24,NY
'70287',1/12/2022,12/31/2099,31.31,NY
'70288',5/5/2022,12/31/2099,26.95,NY
'70289',1/11/2022,7/1/2022,25.07,NY
'70289',7/2/2022,12/31/2099,27.7,NY
'70290',6/4/2022,12/31/2099,41.94,NY
'70290',1/13/2022,6/3/2022,37.74,NY
'70292',6/4/2022,12/31/2099,41.59,NY
'70292',1/11/2022,6/3/2022,37.86,NY
'70293',1/1/2022,12/31/2099,52.8,NY
'70294',6/4/2022,12/31/2099,40.66,NY
'70294',1/13/2022,6/3/2022,37.65,NY
'70296',5/1/2022,12/31/2099,61.49,NY
'70299',7/9/2022,12/31/2099,53.48,NY
'70299',4/23/2022,7/8/2022,53.2,NY
'70309',3/12/2022,12/31/2099,70.02,NY
'70310',4/28/2022,12/31/2099,42.76,NY
'70311',2/26/2022,12/31/2099,45.94,NY
'70313',12/14/2021,12/31/2099,29.75,NY
'70315',12/14/2021,12/31/2099,29.75,NY
'70316',12/14/2021,12/31/2099,29.75,NY
'70317',12/14/2021,12/31/2099,29.75,NY
'70320',12/14/2021,12/31/2099,41.99,NY
'70321',12/14/2021,12/31/2099,35.19,NY
'70324',6/4/2022,12/31/2099,81.08,NY
'70324',1/15/2022,6/3/2022,76.32,NY
'70329',12/14/2021,12/31/2099,17,NY
'70332',12/14/2021,12/31/2099,494.58,NY
'70342',1/8/2022,12/31/2099,39.61,NY
'70343',1/8/2022,12/31/2099,39.61,NY
'70347',5/28/2022,12/31/2099,52.99,NY
'70347',1/8/2022,5/27/2022,48.66,NY
'70349',5/28/2022,12/31/2099,52.99,NY
'70349',1/8/2022,5/27/2022,48.66,NY
'70350',1/10/2020,12/31/2099,34.39,NY
'70351',5/28/2022,12/31/2099,52.99,NY
'70351',1/8/2022,5/27/2022,48.66,NY
'70352',12/14/2021,12/31/2099,643.65,NY
'70356',2/3/2022,12/31/2099,39.83,NY
'70364',5/1/2022,12/31/2099,39.01,NY
'70369',5/1/2022,12/31/2099,39.01,NY
'70371',4/30/2022,12/31/2099,147.18,NY
'70373',5/1/2022,12/31/2099,45.26,NY
'70376',5/1/2022,12/31/2099,39.01,NY
'70394',6/11/2022,12/31/2099,129,NY
'70394',12/16/2021,6/10/2022,124.58,NY
'70395',12/17/2021,12/31/2099,34.53,NY
'70397',7/30/2022,12/31/2099,47.24,NY
'70397',1/10/2020,7/29/2022,45.54,NY
'70398',1/27/2022,12/31/2099,23.75,NY
'70399',1/27/2022,12/31/2099,23.75,NY
'70400',1/27/2022,12/31/2099,23.75,NY
'70403',1/29/2022,7/29/2022,116,NY
'70403',7/30/2022,12/31/2099,128.38,NY
'70406',1/27/2022,12/31/2099,23.75,NY
'70407',4/16/2022,12/31/2099,42.13,NY
'70409',5/14/2022,12/31/2099,28.36,NY
'70410',4/16/2022,12/31/2099,42.13,NY
'70411',6/4/2022,12/31/2099,51.95,NY
'70411',3/5/2022,6/3/2022,48.38,NY
'70413',12/20/2021,12/31/2099,148.11,NY
'70414',6/25/2022,12/31/2099,22.67,NY
'70414',12/20/2021,6/24/2022,53.13,NY
'70416',12/20/2021,12/31/2099,52.35,NY
'70418',12/20/2021,12/31/2099,204.35,NY
'70419',5/14/2022,12/31/2099,222.11,NY
'70420',2/26/2022,12/31/2099,546.98,NY
'70421',5/14/2022,12/31/2099,262.86,NY
'70422',2/26/2022,12/31/2099,257.94,NY
'70423',5/21/2022,12/31/2099,49.85,NY
'70424',5/21/2022,12/31/2099,49.85,NY
'70427',12/22/2021,12/31/2099,34,NY
'70428',12/22/2021,12/31/2099,34.7,NY
'70436',5/7/2022,12/31/2099,35.3,NY
'70437',4/16/2022,12/31/2099,81.65,NY
'70438',12/27/2021,12/31/2099,148.2,NY
'70439',12/27/2021,12/31/2099,93.1,NY
'70441',12/27/2021,12/31/2099,482.69,NY
'70446',5/21/2022,12/31/2099,29.78,NY
'70447',5/7/2022,12/31/2099,55.29,NY
'70448',5/7/2022,12/31/2099,45.93,NY
'70449',5/7/2022,12/31/2099,84.54,NY
'70451',12/27/2021,12/31/2099,21.85,NY
'70452',4/9/2022,12/31/2099,71.73,NY
'70453',12/27/2021,12/31/2099,21.85,NY
'70454',12/27/2021,12/31/2099,21.85,NY
'70455',2/3/2022,12/31/2099,41.05,NY
'70457',1/6/2022,12/31/2099,48.95,NY
'70458',1/6/2022,12/31/2099,55.66,NY
'70461',1/6/2022,12/31/2099,30.13,NY
'70463',5/7/2022,12/31/2099,43.2,NY
'70466',1/6/2022,12/31/2099,30.13,NY
'70469',5/7/2022,12/31/2099,46.68,NY
'70471',1/6/2022,12/31/2099,30.13,NY
'70476',5/7/2022,12/31/2099,51.22,NY
'70477',1/6/2022,12/31/2099,44.92,NY
'70479',5/21/2022,12/31/2099,31.87,NY
'70483',1/10/2022,12/31/2099,31.87,NY
'70488',1/6/2022,12/31/2099,30.13,NY
'70489',1/7/2022,12/31/2099,58.01,NY
'70500',1/7/2022,6/17/2022,25.89,NY
'70500',6/18/2022,12/31/2099,28.26,NY
'70502',1/6/2022,12/31/2099,40.12,NY
'70505',1/10/2022,12/31/2099,27.65,NY
'70506',1/7/2022,6/17/2022,47.89,NY
'70506',6/18/2022,12/31/2099,58.03,NY
'70507',1/10/2022,12/31/2099,164.43,NY
'70508',1/7/2022,12/31/2099,28.71,NY
'70509',1/10/2022,12/31/2099,27.65,NY
'70516',1/10/2022,12/31/2099,113.91,NY
'70517',1/6/2022,12/31/2099,30.13,NY
'70518',1/6/2022,12/31/2099,30.13,NY
'70519',1/6/2022,12/31/2099,30.13,NY
'70521',1/10/2022,12/31/2099,31.87,NY
'70522',1/10/2022,12/31/2099,27.65,NY
'70523',1/10/2022,12/31/2099,172.72,NY
'70525',1/7/2022,12/31/2099,95.35,NY
'70526',5/6/2022,12/31/2099,164.88,NY
'70527',1/7/2022,12/31/2099,36.55,NY
'70531',5/6/2022,12/31/2099,164.88,NY
'70532',1/10/2022,12/31/2099,28.82,NY
'70533',2/24/2022,12/31/2099,24,NY
'70534',1/6/2022,12/31/2099,30.13,NY
'70536',2/21/2022,12/31/2099,32.99,NY
'70539',1/10/2022,12/31/2099,24.99,NY
'70541',5/7/2022,12/31/2099,47.63,NY
'70542',1/6/2022,12/31/2099,34.32,NY
'70544',5/7/2022,12/31/2099,32.94,NY
'70545',5/7/2022,12/31/2099,42.11,NY
'70546',4/16/2022,12/31/2099,134.1,NY
'70547',1/6/2022,12/31/2099,30.69,NY
'70549',1/6/2022,12/31/2099,30.13,NY
'70550',1/7/2022,12/31/2099,38.34,NY
'70551',1/7/2022,12/31/2099,58.01,NY
'70553',5/7/2022,12/31/2099,50.24,NY
'70555',1/10/2022,12/31/2099,27.45,NY
'70558',1/10/2022,12/31/2099,26.32,NY
'70561',1/6/2022,12/31/2099,30.13,NY
'70563',1/18/2022,12/31/2099,39.99,NY
'70564',4/9/2022,12/31/2099,196,NY
'70567',1/10/2022,12/31/2099,31.87,NY
'70568',5/7/2022,12/31/2099,32.07,NY
'70576',1/7/2022,12/31/2099,36.55,NY
'70577',1/7/2022,12/31/2099,28.71,NY
'70579',1/10/2022,12/31/2099,27.49,NY
'70582',5/7/2022,12/31/2099,27.86,NY
'70583',1/10/2022,12/31/2099,24.99,NY
'70584',1/6/2022,12/31/2099,30.13,NY
'70585',1/6/2022,12/31/2099,30.13,NY
'70586',1/10/2022,12/31/2099,25.29,NY
'70588',1/6/2022,12/31/2099,30.13,NY
'70590',1/6/2022,12/31/2099,40.12,NY
'70591',1/6/2022,12/31/2099,44.22,NY
'70592',5/14/2022,12/31/2099,27.26,NY
'70593',5/14/2022,12/31/2099,27.26,NY
'70594',5/14/2022,12/31/2099,27.26,NY
'70595',5/14/2022,12/31/2099,27.26,NY
'70596',1/6/2022,12/31/2099,30.13,NY
'70597',1/10/2022,12/31/2099,31.87,NY
'70598',1/10/2022,12/31/2099,27.65,NY
'70599',1/7/2022,12/31/2099,36.55,NY
'70600',1/10/2022,12/31/2099,26.9,NY
'70601',1/10/2022,12/31/2099,27.73,NY
'70602',1/10/2022,12/31/2099,27.73,NY
'70604',5/7/2022,12/31/2099,54.02,NY
'70605',1/7/2022,12/31/2099,43.59,NY
'70606',3/12/2022,6/17/2022,171.2,NY
'70606',6/18/2022,12/31/2099,182.45,NY
'70607',1/6/2022,12/31/2099,42.69,NY
'70608',1/6/2022,12/31/2099,30.13,NY
'70609',1/6/2022,12/31/2099,30.13,NY
'70611',1/6/2022,12/31/2099,40.12,NY
'70612',1/6/2022,12/31/2099,30.64,NY
'70613',5/7/2022,12/31/2099,28.57,NY
'70614',6/18/2022,12/31/2099,28.26,NY
'70614',4/4/2022,6/17/2022,26.13,NY
'70615',4/16/2022,12/31/2099,134.1,NY
'70616',1/21/2022,12/31/2099,28.95,NY
'70617',1/10/2022,12/31/2099,70.72,NY
'70618',1/10/2022,12/31/2099,69.26,NY
'70619',1/10/2022,12/31/2099,152.47,NY
'70621',2/10/2022,12/31/2099,70.72,NY
'70622',1/10/2022,12/31/2099,212.45,NY
'70623',1/10/2022,12/31/2099,152.47,NY
'70626',4/2/2022,12/31/2099,52.39,NY
'70636',1/10/2022,12/31/2099,67.28,NY
'70637',1/10/2022,12/31/2099,195.83,NY
'70640',1/10/2022,12/31/2099,204,NY
'70646',1/10/2022,12/31/2099,152.47,NY
'20013',4/10/2022,12/31/2099,59.88,NY
'20023',4/10/2022,12/31/2099,59.88,NY
'20225',7/28/2021,12/31/2099,26.96,NY
'20324',3/7/2022,12/31/2099,14.28,NY
'20331',1/10/2020,12/31/2099,36.88,NY
'20332',1/10/2020,12/31/2099,36.88,NY
'20344',9/26/2021,12/31/2099,29.88,NY
'20349',7/28/2021,12/31/2099,26.96,NY
'20371',4/10/2022,12/31/2099,47.68,NY
'20372',4/10/2022,12/31/2099,47.68,NY
'20380',4/10/2022,12/31/2099,39.6,NY
'20381',4/10/2022,12/31/2099,39.6,NY
'20382',4/10/2022,12/31/2099,39.6,NY
'20383',4/10/2022,12/31/2099,39.6,NY
'20385',4/10/2022,12/31/2099,39.6,NY
'20389',1/10/2020,12/31/2099,13.73,NY
'20401',1/10/2020,12/31/2099,14.19,NY
'20407',3/29/2022,12/31/2099,105.5,NY
'20414',1/10/2020,12/31/2099,36.73,NY
'20417',1/10/2020,12/31/2099,36.73,NY
'20418',1/10/2020,12/31/2099,36.73,NY
'20433',10/11/2021,12/31/2099,29.72,NY
'20450',4/18/2022,12/31/2099,51,NY
'20451',1/10/2020,12/31/2099,41.88,NY
'20453',1/10/2020,12/31/2099,43.8,NY
'20454',1/10/2020,12/31/2099,13.05,NY
'20461',4/12/2022,12/31/2099,69.44,NY
'20465',12/19/2021,12/31/2099,42.87,NY
'20483',8/23/2021,12/31/2099,16.28,NY
'20489',1/2/2022,12/31/2099,48.24,NY
'20490',1/2/2022,12/31/2099,48.24,NY
'20493',1/31/2022,12/31/2099,59.6,NY
'20494',1/31/2022,12/31/2099,59.6,NY
'20500',1/31/2022,12/31/2099,55.1,NY
'20517',1/10/2020,12/31/2099,26.88,NY
'20519',1/10/2020,12/31/2099,34.41,NY
'20521',6/21/2021,12/31/2099,13.21,NY
'20549',9/20/2021,12/31/2099,25.56,NY
'20554',3/14/2022,12/31/2099,42.05,NY
'20558',3/14/2022,12/31/2099,42.91,NY
'20566',3/14/2022,12/31/2099,38.84,NY
'20590',4/12/2022,12/31/2099,60.31,NY
'20593',4/12/2022,12/31/2099,62.69,NY
'20596',4/12/2022,12/31/2099,143.85,NY
'20610',1/10/2020,12/31/2099,47.88,NY
'20670',1/2/2022,12/31/2099,30.18,NY
'20671',2/27/2022,12/31/2099,37.12,NY
'20688',1/10/2020,12/31/2099,18.49,NY
'20690',1/10/2020,12/31/2099,18.49,NY
'20692',1/10/2020,12/31/2099,43.4,NY
'20739',1/10/2020,12/31/2099,17.99,NY
'20751',9/20/2021,12/31/2099,62.4,NY
'20753',9/20/2021,12/31/2099,62.4,NY
'20757',9/20/2021,12/31/2099,62.4,NY
'20758',9/20/2021,12/31/2099,62.4,NY
'20761',4/17/2022,12/31/2099,42.08,NY
'20764',4/17/2022,12/31/2099,42.08,NY
'20803',1/10/2020,12/31/2099,32.4,NY
'21016',1/10/2020,12/31/2099,14.54,NY
'21067',1/10/2020,12/31/2099,13.63,NY
'21205',3/8/2021,12/31/2099,13.86,NY
'21295',1/10/2020,12/31/2099,15.58,NY
'21298',1/10/2020,12/31/2099,13.99,NY
'21299',3/27/2022,12/31/2099,14.45,NY
'21302',10/21/2021,12/31/2099,15.75,NY
'21304',1/10/2020,12/31/2099,18.99,NY
'21312',1/10/2020,12/31/2099,30.15,NY
'21321',1/10/2020,12/31/2099,22.5,NY
'21330',4/4/2022,12/31/2099,43.92,NY
'21331',4/4/2022,12/31/2099,43.92,NY
'21335',4/4/2022,12/31/2099,43.92,NY
'21450',1/10/2020,12/31/2099,87.9,NY
'21451',2/28/2022,12/31/2099,13.27,NY
'21490',1/10/2020,12/31/2099,41.15,NY
'21492',1/10/2020,12/31/2099,41.15,NY
'21493',1/10/2020,12/31/2099,70.1,NY
'21494',1/10/2020,12/31/2099,41.15,NY
'21505',1/10/2020,12/31/2099,66.7,NY
'21506',9/10/2021,12/31/2099,75.5,NY
'21509',9/10/2021,12/31/2099,77.7,NY
'21511',9/10/2021,12/31/2099,74.5,NY
'21512',9/10/2021,12/31/2099,69.6,NY
'21583',1/10/2020,12/31/2099,44.3,NY
'21599',3/20/2022,12/31/2099,45.58,NY
'21601',10/7/2021,12/31/2099,543,NY
'21640',1/10/2020,12/31/2099,78,NY
'21642',1/10/2020,12/31/2099,85.5,NY
'21693',1/3/2022,12/31/2099,294.5,NY
'21698',1/3/2022,12/31/2099,282,NY
'21705',1/10/2020,12/31/2099,15.09,NY
'21708',7/9/2021,12/31/2099,43.24,NY
'21724',1/10/2020,12/31/2099,78,NY
'40006',1/10/2020,12/31/2099,36.75,NY
'40016',3/14/2022,12/31/2099,36.06,NY
'40066',1/10/2020,12/31/2099,34.84,NY
'40096',3/14/2022,12/31/2099,37.99,NY
'70148',8/23/2021,12/31/2099,18.06,NY
'70151',4/29/2022,12/31/2099,16.42,NY
'70344',4/1/2022,12/31/2099,89.4,NY
'70365',4/22/2022,12/31/2099,13.48,NY
'70366',4/22/2022,12/31/2099,13.49,NY
'70430',12/22/2021,12/31/2099,35.27,NY
'70431',12/22/2021,12/31/2099,35.27,NY
'70432',12/22/2021,12/31/2099,48.24,NY
'70433',12/22/2021,12/31/2099,47.01,NY
'70434',3/24/2022,12/31/2099,74,NY
'20025',12/3/2021,12/31/2099,174.96,NY
'20079',1/10/2020,12/31/2099,63.52,NY
'20151',1/10/2020,12/31/2099,122.52,NY
'20174',1/10/2020,12/31/2099,62.8,NY
'20176',1/10/2020,12/31/2099,45,NY
'20276',1/10/2020,12/31/2099,60.5,NY
'20285',1/10/2020,12/31/2099,125.04,NY
'20330',1/10/2020,12/31/2099,138,NY
'20369',3/29/2021,12/31/2099,160.8,NY
'20386',1/10/2020,12/31/2099,48,NY
'20425',10/22/2020,12/31/2099,75.8,NY
'20427',6/14/2021,12/31/2099,30.95,NY
'20441',6/14/2021,12/31/2099,30.95,NY
'20650',10/26/2020,12/31/2099,28.95,NY
'20818',6/14/2021,12/31/2099,30.95,NY
'20896',1/10/2020,12/31/2099,56,NY
'20934',1/10/2020,12/31/2099,23.99,NY
'20939',1/10/2020,12/31/2099,27,NY
'20947',3/4/2021,12/31/2099,23.28,NY
'20949',1/10/2020,12/31/2099,78.95,NY
'21136',10/22/2020,12/31/2099,154.08,NY
'21137',3/4/2021,12/31/2099,23.28,NY
'21143',3/4/2021,12/31/2099,23.28,NY
'21314',1/10/2020,12/31/2099,23.55,NY
'21315',3/27/2022,12/31/2099,29.19,NY
'21473',10/29/2020,12/31/2099,47,NY
'21646',3/4/2021,12/31/2099,23.28,NY
'21688',3/6/2022,12/31/2099,30.5,NY
'40131',6/15/2020,12/31/2099,71.85,NY
'40133',1/10/2020,12/31/2099,56.1,NY
'40134',1/10/2020,12/31/2099,67.8,NY
'40142',6/15/2020,12/31/2099,91.5,NY
'40149',6/15/2020,12/31/2099,97.8,NY
'40162',1/10/2020,12/31/2099,55.74,NY
'70459',1/10/2020,12/31/2099,114.5,NY
'70462',1/10/2020,12/31/2099,109.2,NY
'70464',3/2/2020,12/31/2099,25.5,NY
'70465',4/10/2020,12/31/2099,50.75,NY
'70468',11/1/2021,12/31/2099,26.45,NY
'70484',1/10/2020,12/31/2099,37.83,NY
'70485',1/2/2022,12/31/2099,53.5,NY
'70487',1/2/2022,12/31/2099,37,NY
'70566',1/10/2020,12/31/2099,45.8,NY
'70570',9/6/2020,12/31/2099,55.41,NY
'70571',9/6/2020,12/31/2099,51.48,NY
'70572',10/8/2020,12/31/2099,51.48,NY
'70574',9/6/2020,12/31/2099,61.41,NY
'70580',5/1/2022,12/31/2099,26.95,NY
'70627',9/28/2021,12/31/2099,45.45,NY
'70628',9/28/2021,12/31/2099,45.45,NY
'70630',9/29/2021,12/31/2099,37.85,NY
'70631',9/6/2020,12/31/2099,35.8,NY
'70632',9/28/2021,12/31/2099,37.45,NY
'70633',9/28/2021,12/31/2099,62,NY
'70634',9/28/2021,12/31/2099,64.45,NY
'70635',9/6/2020,12/31/2099,61.27,NY
'70639',5/17/2022,12/31/2099,31.95,NY
'70647',11/8/2021,12/31/2099,68.15,NY
'70648',3/16/2020,12/31/2099,58.5,NY
